Rating Agency,Corporation,Rating,Rating Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Standard & Poor's Ratings Services,Central Garden & Pet Co.,B,2011-08-11,887733,0,5140.0,Shops,CENT,3.2334,0.4292,0.7522,33.8114,7.1587,7.1587,9.8411,4.9819,3.0081,1.3473,8.9818,20.0802,4.2264,5.127,-1.0769,-1.2493
Standard & Poor's Ratings Services,Chevron Corporation,AA,2011-10-21,93410,1,2911.0,Enrgy,CVX,1.4199,0.0986,0.1136,31.6903,10.7949,10.8113,17.8669,10.7949,6.1077,1.0426,11.4119,12.0112,6.4166,10.2862,9.6817,-0.2349
Standard & Poor's Ratings Services,Ciena Corp.,CCC+,2011-01-21,936395,0,3661.0,BusEq,CIEN,3.0675,0.9006,9.0569,40.2302,-26.0237,-26.0237,-12.2924,-26.8125,-26.9695,0.5838,-209.3715,124.856,-15.746,-20.8186,-2.5411,-2.8267
Standard & Poor's Ratings Services,Comcast Corp.,BBB+,2011-12-15,1166691,1,4841.0,Telcm,CMCSA,1.0792,0.3999,0.707,44.8243,21.0349,21.0349,38.9672,16.0898,9.5817,0.3201,8.2549,-10.983,3.0945,4.9535,0.2003,0.2075
Standard & Poor's Ratings Services,Commercial Vehicle Group Inc.,CCC,2011-04-08,1290900,0,3714.0,Durbl,CVGI,2.2174,1.0007,-1473.098,12.5125,2.7964,2.7964,4.779,0.7799,1.0852,2.0886,-5792.089,-163.8132,2.2665,3.9345,-0.183,-0.2989
Standard & Poor's Ratings Services,Companhia de Saneamento Basico do Estado de Sao Paulo,BB+,2011-12-01,1170858,0,4941.0,Utils,SBS,1.024,0.4204,0.8536,43.7272,28.928,28.928,34.9097,24.8375,17.6626,0.3953,16.8404,-18.3919,6.9825,9.7607,0.2102,1.5682
Standard & Poor's Ratings Services,Compass Group PLC,A-,2011-09-01,1563190,1,7371.0,BusEq,COMP,1.2627,0.4899,1.1525,35.4971,28.3528,28.3528,35.3184,21.9388,17.5541,0.3833,20.7295,35.6529,7.0902,10.5734,0.1225,0.3081
Standard & Poor's Ratings Services,Comstock Resources Inc.,B,2011-03-25,23194,0,1311.0,Enrgy,CRK,0.8753,0.3245,0.4804,99.2539,-3.4382,-3.4382,58.4982,-6.9977,-5.6098,0.1778,-1.833,-1.833,-0.9971,-1.2381,14.6203,1.684
Standard & Poor's Ratings Services,Comstock Resources Inc.,B,2011-12-07,23194,0,1311.0,Enrgy,CRK,0.8753,0.3245,0.4804,99.2539,-3.4382,-3.4382,58.4982,-6.9977,-5.6098,0.1778,-1.833,-1.833,-0.9971,-1.2381,14.6203,1.684
Standard & Poor's Ratings Services,ConocoPhillips,A,2011-07-14,1163165,1,1311.0,Enrgy,COP,1.2641,0.2469,0.3414,58.9816,30.705,30.705,43.9883,28.2229,17.9332,0.4052,14.9112,15.9335,6.5925,11.2298,3.0988,14.315
Standard & Poor's Ratings Services,Constellation Brands Inc.,BB+,2011-05-25,16918,0,2082.0,NoDur,STZ,3.1423,0.5514,1.2682,35.7173,15.081,15.081,19.8049,16.5366,16.7917,0.4649,21.9248,-58.6355,7.806,9.8355,0.9662,1.0425
Standard & Poor's Ratings Services,Cummins Inc.,BBB+,2011-06-21,26172,1,3510.0,Manuf,CMI,1.9291,0.1243,0.1583,23.9528,12.1125,12.1125,14.532,12.2259,7.8633,1.2715,22.8183,25.8679,10.9594,19.9825,-0.6485,-0.6984
Standard & Poor's Ratings Services,Cummins Inc.,A,2011-09-21,26172,1,3510.0,Manuf,CMI,1.9291,0.1243,0.1583,23.9528,12.1125,12.1125,14.532,12.2259,7.8633,1.2715,22.8183,25.8679,10.9594,19.9825,-0.6485,-0.6984
Standard & Poor's Ratings Services,Cumulus Media Inc.,CCC+,2011-04-25,1058623,0,4832.0,Telcm,CMLS,1.3953,2.4553,-1.7316,39.2677,25.9922,25.9922,30.3643,9.9146,12.4248,0.7403,-6.4332,-3.9324,6.8694,9.362,0.3234,0.3402
Standard & Poor's Ratings Services,Cumulus Media Inc.,CCC+,2011-07-15,1058623,0,4832.0,Telcm,CMLS,1.3953,2.4553,-1.7316,39.2677,25.9922,25.9922,30.3643,9.9146,12.4248,0.7403,-6.4332,-3.9324,6.8694,9.362,0.3234,0.3402
Standard & Poor's Ratings Services,Cumulus Media Inc.,CCC+,2011-07-21,1058623,0,4832.0,Telcm,CMLS,1.3953,2.4553,-1.7316,39.2677,25.9922,25.9922,30.3643,9.9146,12.4248,0.7403,-6.4332,-3.9324,6.8694,9.362,0.3234,0.3402
Standard & Poor's Ratings Services,Cumulus Media Inc.,CCC+,2011-09-27,1058623,0,4832.0,Telcm,CMLS,1.3953,2.4553,-1.7316,39.2677,25.9922,25.9922,30.3643,9.9146,12.4248,0.7403,-6.4332,-3.9324,6.8694,9.362,0.3234,0.3402
Standard & Poor's Ratings Services,D.R. Horton Inc.,BB-,2011-04-25,882184,0,1531.0,Other,DHI,4.7028,0.453,0.828,17.5583,3.9135,3.9135,5.0316,2.2613,5.5702,0.7409,9.3446,9.4016,4.1272,5.1119,-1.3745,-1.4152
Standard & Poor's Ratings Services,D.R. Horton Inc.,BB-,2011-10-25,882184,0,1531.0,Other,DHI,4.6933,0.3938,0.6497,16.8692,1.5728,1.5728,3.1429,0.3327,1.9743,0.6787,2.7368,2.7535,1.34,1.6589,-2.1673,-2.1582
Standard & Poor's Ratings Services,DENTSPLY SIRONA Inc.,A,2011-06-22,818479,1,3843.0,Hlth,XRAY,3.652,0.2403,0.3203,50.8848,17.1216,17.1216,20.1085,16.1033,11.9634,0.6817,13.9972,50.6207,8.2056,10.6342,0.1706,0.2293
Standard & Poor's Ratings Services,DENTSPLY SIRONA Inc.,A,2011-07-25,818479,1,3843.0,Hlth,XRAY,3.652,0.2403,0.3203,50.8848,17.1216,17.1216,20.1085,16.1033,11.9634,0.6817,13.9972,50.6207,8.2056,10.6342,0.1706,0.2293
Standard & Poor's Ratings Services,DENTSPLY SIRONA Inc.,A,2011-08-25,818479,1,3843.0,Hlth,XRAY,3.652,0.2403,0.3203,50.8848,17.1216,17.1216,20.1085,16.1033,11.9634,0.6817,13.9972,50.6207,8.2056,10.6342,0.1706,0.2293
Standard & Poor's Ratings Services,DTE Energy Center LLC,BBB+,2011-07-27,936340,1,4931.0,Utils,DTE,1.1521,0.5116,1.2064,62.5807,17.2434,17.2434,29.2903,11.2845,7.39,0.3424,9.5611,13.8248,2.5988,4.6695,-0.2927,-0.6594
Standard & Poor's Ratings Services,DTE Energy Center LLC,BBB+,2011-10-17,936340,1,4931.0,Utils,DTE,1.1521,0.5116,1.2064,62.5807,17.2434,17.2434,29.2903,11.2845,7.39,0.3424,9.5611,13.8248,2.5988,4.6695,-0.2927,-0.6594
Standard & Poor's Ratings Services,DTE Energy Co.,A,2011-12-12,936340,1,4931.0,Utils,DTE,1.1521,0.5116,1.2064,62.5807,17.2434,17.2434,29.2903,11.2845,7.39,0.3424,9.5611,13.8248,2.5988,4.6695,-0.2927,-0.6594
Standard & Poor's Ratings Services,Dana Incorporated,B,2011-01-24,26780,0,3714.0,Durbl,DAN,2.0846,0.304,0.5302,10.9948,2.0436,2.0436,7.769,0.9289,-0.3547,1.1608,3.5156,2.7068,0.7057,1.403,0.1509,0.197
Standard & Poor's Ratings Services,Dana Incorporated,B,2011-02-03,26780,0,3714.0,Durbl,DAN,2.0846,0.304,0.5302,10.9948,2.0436,2.0436,7.769,0.9289,-0.3547,1.1608,3.5156,2.7068,0.7057,1.403,0.1509,0.197
Standard & Poor's Ratings Services,Danaher Corp.,A+,2011-06-14,313616,1,3826.0,BusEq,DHR,1.8909,0.199,0.2522,48.2101,13.6895,13.6895,16.8444,12.6091,10.9512,0.5367,9.3468,-128.9112,5.5474,7.4869,2.6819,2.4281
Standard & Poor's Ratings Services,Devon Energy Corp.,BBB+,2011-03-29,1090012,1,1311.0,Enrgy,DVN,1.2121,0.1655,0.2924,100.0,39.8793,39.8793,59.2958,35.8954,45.7747,0.3019,12.1176,17.7105,7.0854,10.1118,1.7738,7.8423
Standard & Poor's Ratings Services,Devon Energy Corp.,BBB+,2011-12-16,1090012,1,1311.0,Enrgy,DVN,1.2121,0.1655,0.2924,100.0,39.8793,39.8793,59.2958,35.8954,45.7747,0.3019,12.1176,17.7105,7.0854,10.1118,1.7738,7.8423
Standard & Poor's Ratings Services,Diageo PLC,A,2011-09-22,835403,1,2085.0,NoDur,DEO,1.457,0.53,1.3693,59.6417,26.1171,26.1171,29.6598,23.752,20.2999,0.5024,33.7729,-360.9474,10.2205,15.8746,-0.4449,-0.7891
Standard & Poor's Ratings Services,Douglas Dynamics LLC,BB,2011-03-09,1287213,0,3531.0,Manuf,PLOW,5.5691,0.4145,0.7148,34.1079,12.1089,12.1089,19.2228,1.4333,0.9333,0.508,0.9806,-2.5697,0.4775,0.5742,-0.9157,-0.5041
Standard & Poor's Ratings Services,Dover Corp.,A,2011-02-16,29905,1,3585.0,Manuf,DOV,2.7349,0.2835,0.3993,39.6537,15.1084,15.1084,18.8605,13.3091,11.4593,0.7138,13.6858,99.9506,7.2382,9.8061,0.4082,0.0881
Standard & Poor's Ratings Services,Dover Corp.,AA,2011-08-12,29905,1,3585.0,Manuf,DOV,2.7349,0.2835,0.3993,39.6537,15.1084,15.1084,18.8605,13.3091,11.4593,0.7138,13.6858,99.9506,7.2382,9.8061,0.4082,0.0881
Standard & Poor's Ratings Services,EOG Resources Inc.,BBB+,2011-03-15,821189,1,1311.0,Enrgy,EOG,1.1384,0.3284,0.5105,100.0,8.5791,8.5791,40.4145,6.6882,2.6337,0.2821,1.5702,1.5702,0.7429,1.0545,-0.4798,-3.591
Standard & Poor's Ratings Services,EOG Resources Inc.,BBB,2011-08-19,821189,1,1311.0,Enrgy,EOG,1.1384,0.3284,0.5105,100.0,8.5791,8.5791,40.4145,6.6882,2.6337,0.2821,1.5702,1.5702,0.7429,1.0545,-0.4798,-3.591
Standard & Poor's Ratings Services,EQT Corporation,BBB,2011-04-11,33213,1,4923.0,Utils,EQT,1.3869,0.3869,0.6506,76.6953,34.2317,34.2317,53.8975,25.8456,16.5673,0.1936,7.396,7.396,3.2077,4.5341,-0.1098,-1.3274
Standard & Poor's Ratings Services,EQT Corporation,BBB,2011-11-01,33213,1,4923.0,Utils,EQT,1.3869,0.3869,0.6506,76.6953,34.2317,34.2317,53.8975,25.8456,16.5673,0.1936,7.396,7.396,3.2077,4.5341,-0.1098,-1.3274
Standard & Poor's Ratings Services,EQT Corporation,BBB,2011-12-13,33213,1,4923.0,Utils,EQT,1.3869,0.3869,0.6506,76.6953,34.2317,34.2317,53.8975,25.8456,16.5673,0.1936,7.396,7.396,3.2077,4.5341,-0.1098,-1.3274
Standard & Poor's Ratings Services,Eastman Chemical Co.,BBB,2011-08-18,915389,1,2821.0,Chems,EMN,2.1688,0.5146,1.0601,23.4759,7.848,7.848,14.081,5.778,3.0937,0.7971,10.1785,12.8548,2.7924,4.9406,5.1635,3.2016
Standard & Poor's Ratings Services,Eastman Kodak Co.,CC,2011-02-28,31235,0,3577.0,BusEq,KODK,1.3426,9.9583,-1.1581,30.4188,-3.3039,-3.3039,2.4529,-7.0916,-11.4634,0.9626,49.7674,39.0796,-8.593,-445.8333,-0.3081,-0.1768
Standard & Poor's Ratings Services,Ecolab Inc.,A,2011-07-20,31462,1,2842.0,Chems,ECL,1.4511,0.3018,0.4813,49.5306,11.5463,11.5463,17.2118,10.5091,7.0722,1.1752,20.835,147.9506,8.3391,14.5463,2.897,1.7065
Standard & Poor's Ratings Services,Eli Lilly & Co.,AA-,2011-08-24,59478,1,2834.0,Hlth,LLY,1.9011,0.4106,0.6994,80.5505,25.5876,25.5876,31.531,24.5365,19.8241,0.7952,45.4453,74.3078,15.7635,26.7871,3.9472,3.2669
Standard & Poor's Ratings Services,Emerson Electric Co.,A,2011-05-20,32604,1,3823.0,BusEq,EMR,1.4298,0.3154,0.509,39.5741,16.6786,16.6786,20.5571,13.6841,10.2857,0.921,20.408,-237.822,8.8911,13.9703,0.2812,0.2889
DBRS,Enbridge Inc.,A-,2011-03-16,895728,1,4924.0,Utils,ENB,1.121,0.6401,1.8451,25.3586,9.9557,9.9557,15.6674,8.1378,6.4124,0.5022,12.6497,13.9181,3.401,4.484,-0.035,0.7331
Standard & Poor's Ratings Services,Endo International PLC,BB-,2011-05-26,1593034,0,2834.0,Hlth,ENDP,1.8476,0.3671,0.5938,70.5892,27.1156,27.1156,34.7147,24.5129,15.0916,0.4387,15.9161,-64.7263,7.3362,10.074,1.3323,1.2723
Standard & Poor's Ratings Services,EnerSys,BB,2011-03-10,1289308,0,3690.0,BusEq,ENS,2.1341,0.2922,0.4469,22.8509,7.2368,7.2368,10.0766,5.5246,3.9448,0.956,7.9447,16.534,3.7714,5.6232,-1.6429,-1.5969
Standard & Poor's Ratings Services,Entergy Corp,BBB-,2011-06-28,65984,1,4911.0,Utils,ETR,1.5629,0.5694,1.3755,63.6303,19.7376,19.7376,34.5826,16.4312,10.8834,0.2969,14.9511,15.4666,3.2837,6.3676,5.9266,5.2762
Standard & Poor's Ratings Services,Enterprise Products Operating LLC,BBB-,2011-04-28,1061219,1,1311.0,Enrgy,EPD,0.9365,0.5274,1.1397,6.7873,6.3641,6.3641,9.2838,4.1785,0.9508,1.0758,11.627,17.402,4.4122,5.4948,-1.7011,-1.3513
Standard & Poor's Ratings Services,Enterprise Products Operating LLC,BBB-,2011-08-11,1061219,1,1311.0,Enrgy,EPD,0.9365,0.5274,1.1397,6.7873,6.3641,6.3641,9.2838,4.1785,0.9508,1.0758,11.627,17.402,4.4122,5.4948,-1.7011,-1.3513
Standard & Poor's Ratings Services,Equifax Inc.,BBB+,2011-12-20,33185,1,7323.0,Other,EFX,0.8468,0.3803,0.727,58.1119,22.2494,22.2494,31.5035,19.289,13.6305,0.4833,13.8947,-20.2035,6.3202,8.6112,3.2713,2.7185
Standard & Poor's Ratings Services,Equinix Inc.,BB-,2011-03-01,1101239,0,6798.0,Money,EQIX,2.3074,0.5456,1.2558,45.2221,20.5187,20.5187,42.3112,12.3543,7.8675,0.2905,5.8716,9.2523,2.2853,2.6683,8.9599,-0.3541
Standard & Poor's Ratings Services,Equinix Inc.,BB-,2011-08-16,1101239,0,6798.0,Money,EQIX,2.3074,0.5456,1.2558,45.2221,20.5187,20.5187,42.3112,12.3543,7.8675,0.2905,5.8716,9.2523,2.2853,2.6683,8.9599,-0.3541
Standard & Poor's Ratings Services,Exelon Corp.,BBB,2011-08-19,1109357,1,4911.0,Utils,EXC,1.509,0.4695,0.9458,65.4849,25.3486,25.3486,41.1339,22.64,13.7471,0.3569,18.897,23.4321,4.9062,10.0246,-1.2959,-1.3684
Standard & Poor's Ratings Services,Exelon Corp.,BBB-,2011-09-06,1109357,1,4911.0,Utils,EXC,1.509,0.4695,0.9458,65.4849,25.3486,25.3486,41.1339,22.64,13.7471,0.3569,18.897,23.4321,4.9062,10.0246,-1.2959,-1.3684
Standard & Poor's Ratings Services,Exxon Mobil Corp.,AAA,2011-12-23,34088,1,2911.0,Enrgy,XOM,1.061,0.0582,0.0832,20.6056,11.1972,11.3737,15.2106,11.1972,6.2076,1.3311,17.0358,17.0358,8.4252,16.0446,5.8659,1.2267
Standard & Poor's Ratings Services,FMC Technologies Inc.,A,2011-12-16,1135152,1,3533.0,Manuf,FTI,2.7628,0.4022,0.6793,41.0901,11.3019,11.3019,16.9389,7.6628,4.7082,0.5826,5.6512,-27.8636,2.7431,3.3783,-0.6279,-0.5646
Standard & Poor's Ratings Services,FedEx Corp.,BBB,2011-10-28,1048911,1,4513.0,Other,FDX,1.6971,0.0987,0.1107,75.0026,6.0503,6.0503,11.0701,5.7628,3.6943,1.4352,9.5401,11.2611,5.3022,8.5983,2.754,1.1281
Standard & Poor's Ratings Services,Fiserv Inc.,BBB-,2011-03-30,798354,1,7374.0,BusEq,FISV,1.0999,0.5278,1.2032,41.6237,23.2033,23.2033,31.3711,18.0034,11.6753,0.4866,15.6312,-14.1152,5.6457,7.3814,1.3674,1.0489
Standard & Poor's Ratings Services,Flowserve Corp.,BB-,2011-11-22,30625,0,3561.0,Manuf,FLS,1.7329,0.1839,0.2497,34.9623,14.4183,14.8312,17.424,13.1516,9.6301,0.9041,18.3945,40.7683,8.715,15.0113,-0.4485,-0.3479
Standard & Poor's Ratings Services,Fluor Corp.,A,2011-08-23,1124198,1,1600.0,Other,FLR,1.5788,0.005,0.0324,3.3826,2.6331,2.6331,3.7718,2.684,1.7147,2.738,12.5001,12.8193,5.7923,12.4375,-1.96,-2.0486
Standard & Poor's Ratings Services,General Mills Inc.,A,2011-09-02,40704,1,2040.0,NoDur,GIS,1.0664,0.456,1.0413,40.0095,18.6456,18.6456,21.8216,16.3183,12.0852,0.7968,27.2753,-45.6363,9.6576,14.8379,-1.0038,-0.9995
Standard & Poor's Ratings Services,"Gilead Sciences, Inc.",BBB,2011-03-23,882095,1,2836.0,Hlth,GILD,2.5713,0.1548,0.184,77.2433,50.3356,50.3356,53.3727,49.9467,37.5925,0.7229,40.3617,52.7187,27.072,34.114,1.6487,1.5255
Standard & Poor's Ratings Services,"Gilead Sciences, Inc.",A-,2011-11-21,882095,1,2836.0,Hlth,GILD,2.5713,0.1548,0.184,77.2433,50.3356,50.3356,53.3727,49.9467,37.5925,0.7229,40.3617,52.7187,27.072,34.114,1.6487,1.5255
Standard & Poor's Ratings Services,GlaxoSmithKline Capital Inc.,AA,2011-02-18,1131399,1,2834.0,Hlth,GSK,1.4499,0.5964,1.6249,73.9848,29.699,29.699,34.1794,27.8165,19.9838,0.6618,62.8027,-408.2802,14.6596,25.3455,4.73,3.9036
Standard & Poor's Ratings Services,Great Lakes Dredge & Dock Corp.,B,2011-01-18,1372020,0,1600.0,Other,GLDD,1.6788,0.394,0.6604,17.8742,9.9618,9.9618,15.1892,7.901,5.0383,0.9901,12.181,19.2141,4.86,7.3814,1.177,1.1586
Standard & Poor's Ratings Services,Great Lakes Dredge & Dock Corp.,B,2011-08-11,1372020,0,1600.0,Other,GLDD,1.6788,0.394,0.6604,17.8742,9.9618,9.9618,15.1892,7.901,5.0383,0.9901,12.181,19.2141,4.86,7.3814,1.177,1.1586
Standard & Poor's Ratings Services,Greenbrier Companies Inc. (The),CCC,2011-05-19,923120,0,3743.0,Manuf,GBX,2.1451,0.6264,1.6857,13.4868,6.8899,6.8899,11.8498,1.1865,0.5655,0.7049,2.8012,12.2755,0.7765,1.0465,-5.0585,-4.4654
Standard & Poor's Ratings Services,Greenbrier Companies Inc. (The),CCC,2011-08-01,923120,0,3743.0,Manuf,GBX,2.1451,0.6264,1.6857,13.4868,6.8899,6.8899,11.8498,1.1865,0.5655,0.7049,2.8012,12.2755,0.7765,1.0465,-5.0585,-4.4654
Standard & Poor's Ratings Services,Greif Inc.,BB+,2011-06-16,43920,0,2650.0,Manuf,GEF,1.4708,0.4164,0.7684,20.2611,9.2726,9.2726,12.6235,7.1755,5.8582,0.9895,15.6076,46.0345,5.9598,9.109,-1.9013,-3.4188
Standard & Poor's Ratings Services,Greif Inc.,BB,2011-07-06,43920,0,2650.0,Manuf,GEF,1.4708,0.4164,0.7684,20.2611,9.2726,9.2726,12.6235,7.1755,5.8582,0.9895,15.6076,46.0345,5.9598,9.109,-1.9013,-3.4188
Standard & Poor's Ratings Services,Griffon Corp.,BB+,2011-03-24,50725,0,3420.0,Manuf,GFF,2.3841,0.4149,0.7385,22.2801,1.7559,1.7559,5.2722,1.0674,0.7413,0.7379,1.3372,8.1262,0.5419,0.7824,-0.0398,-0.1603
Standard & Poor's Ratings Services,Griffon Corp.,BB+,2011-08-15,50725,0,3420.0,Manuf,GFF,2.3841,0.4149,0.7385,22.2801,1.7559,1.7559,5.2722,1.0674,0.7413,0.7379,1.3372,8.1262,0.5419,0.7824,-0.0398,-0.1603
Standard & Poor's Ratings Services,Group 1 Automotive Inc.,B,2011-12-20,1031203,0,5500.0,Shops,GPI,1.1436,0.3815,1.3947,17.1429,2.388,2.388,3.114,1.212,0.7254,2.298,4.8385,56.3153,1.7693,2.9928,15.4839,15.8636
Standard & Poor's Ratings Services,Hanesbrands Inc.,BB-,2011-11-29,1359841,0,2300.0,NoDur,HBI,2.5896,0.7796,3.788,33.1846,9.1863,9.1863,12.0113,5.0772,5.0963,1.0939,34.2315,-417.8867,5.0821,7.5433,-0.743,-0.6657
Standard & Poor's Ratings Services,Harley-Davidson Inc.,BBB,2011-12-23,793952,1,3751.0,Durbl,HOG,1.9143,0.6612,2.6735,33.4038,4.1006,4.1006,12.1869,3.7362,-1.1526,0.5223,3.3509,3.4016,0.7716,1.1353,2.6074,2.1075
Standard & Poor's Ratings Services,Hershey Company (The),AA,2011-02-28,47111,1,2060.0,NoDur,HSY,1.5214,0.664,2.0281,38.7482,14.3732,14.3732,17.8158,12.666,8.2284,1.4418,57.342,689.4376,11.8637,19.2656,4.654,4.064
Standard & Poor's Ratings Services,Honeywell International Inc.,AA,2011-08-04,773840,1,9997.0,Other,HON,1.3209,0.3479,0.6159,23.5827,9.3076,9.3076,12.3586,8.4142,6.2504,0.8551,18.1422,-64.6942,5.1726,11.8305,0.1607,0.1097
Standard & Poor's Ratings Services,Hunt (J.B.) Transport Services Inc.,A,2011-07-25,728535,1,4213.0,Other,JBHT,1.4578,0.4674,0.8775,43.0742,7.7411,7.7411,13.6426,6.9949,4.2592,1.7251,21.1904,21.1904,7.3474,11.2863,2.757,0.8895
Standard & Poor's Ratings Services,IDACORP Inc.,A,2011-05-19,1057877,1,4911.0,Utils,IDA,1.0334,0.4921,1.0923,65.7666,18.5141,18.5141,30.2752,13.68,13.7832,0.2216,9.2748,9.2748,3.0466,4.7106,0.2894,-1.0232
Standard & Poor's Ratings Services,IDEX Corp.,BBB-,2011-07-13,832101,1,3561.0,Manuf,IEX,2.3814,0.236,0.3155,39.2872,13.9023,13.9023,18.1631,12.697,8.5278,0.6337,8.9418,-58.541,5.4043,6.8314,2.6327,2.3667
Standard & Poor's Ratings Services,ITT Corp.,BBB+,2011-01-12,216228,1,3561.0,Manuf,ITT,1.614,0.2323,0.3049,31.9406,-9.552,-9.552,-6.1565,-14.4179,42.5398,0.1499,-2.9231,-3.3739,-1.0337,-2.244,-3.6652,-4.0303
Standard & Poor's Ratings Services,Illinois Tool Works Inc.,AA,2011-03-25,49826,1,3560.0,Manuf,ITW,1.9751,0.2098,0.2997,35.1518,14.6212,14.6212,18.1824,13.5509,9.7496,0.9393,15.1692,50.6071,8.847,11.9861,-1.362,-1.4423
Standard & Poor's Ratings Services,Illinois Tool Works Inc.,A+,2011-08-24,49826,1,3560.0,Manuf,ITW,1.9751,0.2098,0.2997,35.1518,14.6212,14.6212,18.1824,13.5509,9.7496,0.9393,15.1692,50.6071,8.847,11.9861,-1.362,-1.4423
Standard & Poor's Ratings Services,Ingredion Incorporated,BBB,2011-09-30,1046257,1,2040.0,NoDur,INGR,1.8496,0.1932,0.3192,14.1612,4.1667,4.1667,7.707,3.1318,1.1166,1.2439,2.7582,3.2214,1.5921,2.2254,7.7616,5.894
Standard & Poor's Ratings Services,Intel Corp.,A,2011-09-14,50863,1,3674.0,BusEq,INTC,3.3892,0.0403,0.0428,65.3119,35.7334,35.7334,46.3655,36.7811,26.2797,0.6904,23.1924,26.0315,18.1433,22.2572,0.9518,0.8374
Standard & Poor's Ratings Services,Intel Corp.,A,2011-11-21,50863,1,3674.0,BusEq,INTC,3.3892,0.0403,0.0428,65.3119,35.7334,35.7334,46.3655,36.7811,26.2797,0.6904,23.1924,26.0315,18.1433,22.2572,0.9518,0.8374
Standard & Poor's Ratings Services,Interpublic Group of Cos. Inc.,BB+,2011-05-18,51644,0,7311.0,Other,IPG,1.106,0.3924,0.7675,5.7579,5.6813,5.6813,9.5349,3.8686,1.5581,0.4899,7.1297,-18.2745,1.1694,3.4353,1.0644,0.9323
Standard & Poor's Ratings Services,Iridium Communications Inc.,B,2011-09-28,1418819,0,4899.0,Telcm,IRDM,1.5595,0.1711,0.2403,61.4445,10.7303,10.7303,36.7711,9.941,5.7273,0.3324,3.0448,4.2313,1.9038,2.524,1.6464,-1.4721
Standard & Poor's Ratings Services,Jabil Inc.,BB-,2011-11-30,898293,0,3672.0,BusEq,JBL,1.3152,0.3713,0.63,7.5948,3.5035,3.5035,5.4357,2.913,2.3068,2.3405,20.3288,21.7773,5.4259,12.7805,1.7872,1.5979
Standard & Poor's Ratings Services,JetBlue Airways Corporation,B+,2011-12-01,1158463,0,4512.0,Other,JBLU,1.3258,0.6538,2.1371,56.4702,8.6574,8.6574,15.7655,3.1592,1.853,0.5027,3.9457,3.9457,0.9314,1.3659,1.4636,0.0934
Standard & Poor's Ratings Services,Johnson & Johnson,AAA,2011-03-11,200406,1,2834.0,Hlth,JNJ,2.0504,0.1393,0.2965,69.4871,27.5172,28.4297,33.2018,27.5172,21.6507,0.5985,23.5671,54.2716,12.9572,20.2845,-0.066,0.0597
Standard & Poor's Ratings Services,Johnson & Johnson,AAA,2011-09-26,200406,1,2834.0,Hlth,JNJ,2.0504,0.1393,0.2965,69.4871,27.5172,28.4297,33.2018,27.5172,21.6507,0.5985,23.5671,54.2716,12.9572,20.2845,-0.066,0.0597
Standard & Poor's Ratings Services,Johnson (S.C.) & Son Inc.,A,2011-11-11,200406,1,2834.0,Hlth,JNJ,2.0504,0.1393,0.2965,69.4871,27.5172,28.4297,33.2018,27.5172,21.6507,0.5985,23.5671,54.2716,12.9572,20.2845,-0.066,0.0597
Standard & Poor's Ratings Services,Johnson Controls Inc.,BBB-,2011-02-01,788329,1,3690.0,BusEq,JOUT,2.3894,0.1057,0.1884,40.1439,3.8056,3.8056,6.9492,2.4036,1.7098,1.6865,5.1745,6.1158,2.8837,4.6275,-1.2091,-1.3086
Standard & Poor's Ratings Services,KB Home,B-,2011-06-28,795266,0,1531.0,Other,KBH,4.0368,0.7375,2.8099,17.7175,-0.4913,-0.4913,-0.1493,-4.803,-4.3628,0.5113,-10.9781,-10.9781,-2.2307,-2.8814,-6.3068,-6.2943
Standard & Poor's Ratings Services,KB Home,CCC+,2011-07-13,795266,0,1531.0,Other,KBH,4.0368,0.7375,2.8099,17.7175,-0.4913,-0.4913,-0.1493,-4.803,-4.3628,0.5113,-10.9781,-10.9781,-2.2307,-2.8814,-6.3068,-6.2943
Standard & Poor's Ratings Services,KB Home,B-,2011-09-30,795266,0,1531.0,Other,KBH,4.0368,0.7375,2.8099,17.7175,-0.4913,-0.4913,-0.1493,-4.803,-4.3628,0.5113,-10.9781,-10.9781,-2.2307,-2.8814,-6.3068,-6.2943
Standard & Poor's Ratings Services,Kennametal Inc.,BBB,2011-07-11,55242,1,3540.0,Manuf,KMT,1.5301,0.0012,0.1886,36.7961,13.3836,13.3836,17.2725,12.3209,9.558,0.8726,14.0041,23.3436,8.4327,13.9879,0.7572,0.5022
Standard & Poor's Ratings Services,Kimberly-Clark Corp.,BBB+,2011-08-25,55785,1,2621.0,Manuf,KMB,1.1855,0.4522,0.881,33.1713,14.0434,14.0434,18.1606,12.914,9.3335,0.9941,31.3286,77.3487,9.7815,17.1613,-1.7301,-2.0601
Standard & Poor's Ratings Services,Kinross Gold Corp.,BBB-,2011-08-15,701818,1,1040.0,Other,KGC,2.1801,0.083,0.1216,56.5897,27.5776,27.5776,46.1216,23.6972,12.8477,0.301,5.3563,6.7568,3.805,4.9117,1.1279,0.3785
